,Text,Language
1186,"ಪರಿಸ್ಥಿತಿ ನೀವು ಏನನ್ನಾದರೂ ಪಡೆಯಲಿಲ್ಲ ಮತ್ತು ನಂತರ ನೀವು ಹೆಚ್ಚುವರಿ ಪರಿಣಾಮವನ್ನು ಪಡೆಯುತ್ತೀರಿ, ಮತ್ತು ನೀವು ಅದನ್ನು ಪಡೆಯುತ್ತೀರಿ.",Kannada
607,"இதற்குக் காரணம், தலைப்புச் செய்திகள் தொடர்பான கட்டுரைகள் அடிக்கடி இற்றைப்படுத்தப்படுவதேயாகும்.",Tamil
1678,ఆరోగ్య వి విషయంలో మీరు జాగ్రత్త వహించండి.,Telugu
831,"மற்றவர் என்ன சொல்கிறாரோ அதை நீங்கள் பெறவில்லை, நீங்கள் சொல்வதாகவும் கேள்விக்குறியுடன் இருப்பதாகவும் கூறலாம்.",Tamil
124,"തങ്ങൾ ചെയ്യുന്നതും വിക്കിപീഡിയക്ക് നല്കുന്നതുമായ എന്തും മറ്റു വിക്കിപീഡിയർക്കോ, വിക്കിപീഡിയയുടെ വായനക്കാർക്കോ സ്വതന്ത്രമായി ഉപയോഗിക്കാനുള്ള അനുവാദം വിക്കിപീഡിയർ നല്കിയിരിക്കുന്നു.",Malayalam
270,കഴിഞ്ഞില്ല.,Malayalam
864,"யாராவது உங்களிடம் ஏதாவது கேட்டால் என்னால் குறைவாகக் கவனிக்க முடியவில்லை, இது எனது 1 மில்லியன் டாலர்களை எடுத்துக் கொள்ளுங்கள் என்று யாராவது சொல்வது போல இது உங்களுக்கு மிகவும் எளிதான முடிவு.",Tamil
627,[31][32] 'பொதுவில் பதிப்பிடக்கூடிய கலைக்களஞ்சியம்' என்ற குறிக்கோளை வரையறை செய்த பெருமை[34][35] வேல்ஸையே சாரும்.,Tamil
933,நீங்கள் சொல்வது முற்றிலும் சரி.,Tamil
618,"[29] முதலில் 2000 ஆம் ஆண்டு மார்ச் மாதம் 'போமிஸ்' (en:Bomis) வலைப்பக்க நிறுவனத்தால், நுபீடியா ஆரம்பிக்கப்பட்டது.",Tamil
237,ക്യാച്ച് -22 ന്റെ മറ്റൊരു ഉദാഹരണം നിങ്ങൾക്ക് ആവശ്യത്തിന് ഇല്ലാത്തതിനാൽ നിങ്ങൾക്ക് ബാങ്ക് വായ്പ ആവശ്യമാണ്.,Malayalam
350,"നിങ്ങൾ ഓയെപ്പോലെയാണ്, അത് വിശദീകരിക്കുന്ന അത് വിശദീകരിക്കുന്നു.",Malayalam
939,பணிவுடன் குறுக்கிடுகிறது.,Tamil
410,ഞാൻ നിങ്ങളെ പിന്നീട് കാണും.,Malayalam
1064,ಆದ್ದರಿಂದ ಇಂದು ನಾವು 10 ಹೊಸ ಸ್ಮಾರ್ಟ್ ಪದಗಳನ್ನು ಅವುಗಳ ಅರ್ಥಗಳ ಮೂಲ ಪದಗಳು ಮತ್ತು ಉದಾಹರಣೆ ವಾಕ್ಯಗಳನ್ನು ಕಲಿಯಲಿದ್ದೇವೆ ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರೂ ಹೋಗೋಣ ಮತ್ತು ಇದು ನೀವು ನೋಡುತ್ತಿರುವಿರಿ.,Kannada
1845,చలికాలంలో వేడి పుట్టిస్తోంది.,Telugu
718,நல்ல நடத்தை மற்றும் கலாச்சார மற்றும் அதிநவீன.,Tamil
1574,కానీ ఏదో పూట గడుస్తుందంతే.,Telugu
1554,ప్రభుత్వం వాణిజ్య ప్రకటనలపై ఆధారపడుతూ ప్రజల మనస్సుల్లో ఒక రకమైన భ్రమలను కల్పిస్తూ మార్కెటింగ్‌ చేసుకుంటోంది.,Telugu
1735,మన సమావేశాలపట్ల గౌరవం చూపించగల స్పష్టమైన మార్గాలు ఉన్నాయి.,Telugu
1096,ಆದರೆ ಫಿಕ್ಸ್‌ನಲ್ಲಿ ಯಾವುದೇ ತೊಂದರೆಯಿಲ್ಲದ ಪರಿಸ್ಥಿತಿಯಲ್ಲಿರುವುದು ಎಂದರೆ ಫಿಕ್ಸ್‌ನ ಬದಲು ನೀವು ಬಳಸಬಹುದಾದ ಇತರ ಪದಗಳು ನಾನು ಸೂಪ್‌ನಲ್ಲಿದ್ದೇನೆ ಅಥವಾ ನಾನು ' ನಾನು ಅವ್ಯವಸ್ಥೆಯಲ್ಲಿದ್ದೇನೆ ಅಥವಾ ನಾನು ತೊಂದರೆಗೊಳಗಾಗಿದ್ದೇನೆ ಅಥವಾ ನಾನು ಸ್ಪಾಟ್ ಸ್ಮಾರ್ಟ್ ವರ್ಡ್ ನಂಬರ್ 7 ನಲ್ಲಿದ್ದೇನೆ ಎಂದರೆ ಫ್ಲಮ್ಮೋಕ್ಸ್ ಫ್ಲಮ್ಮಾಕ್ಸ್ ಎಂದರೆ ಯಾರನ್ನಾದರೂ ಗೊಂದಲಗೊಳಿಸುವುದು.,Kannada
1439,ఆ సినిమాకు వి. వి. వినాయక్‌ దర్శకత్వం వహించనున్నారు.,Telugu
1382,ಬ್ರೆಡ್ ತಯಾರಿಸಲು ನನಗೆ ಸಹಾಯ ಮಾಡಿ ಹಹ್ ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ತಾಯಿ ಹಿಟ್ಟು ದಾಸಿಯರು ನನ್ನ ಪ್ರಕಾಶಮಾನವಾದ ಮತ್ತು ಹೊಳೆಯುವ ಕಣ್ಣುಗಳು.,Kannada
849,அது மதிப்பு இல்லை.,Tamil
413,നന്ദി സ്വർഗ്ഗം വെള്ളിയാഴ്ചയാണെന്ന് നിങ്ങൾക്ക് പറയാം അല്ലെങ്കിൽ ശനിയാഴ്ച വാരാന്ത്യ കണ്ടെത്തൽ സ്വർഗ്ഗം പറഞ്ഞതായി കരുതുക.,Malayalam
1493,హైద‌రాబాద్ః తెలంగాణ ముఖ్య‌మంత్రి కెసిఆర్‌పై కాంగ్రెస్ నేత రేణుకా చౌదరి మండిపడ్డారు.,Telugu
719,இந்த வார்த்தையைப் பயன்படுத்தி மூலையில் அங்கேயே இருக்கும் அந்த ஆடம்பரமான பையன் யார் என்று சொல்ல மறக்காதீர்கள் உடனடியாக உங்கள் சொற்களஞ்சியத்தை உருவாக்கும்.,Tamil
1861,వీటిలో ఒకటి లేనిదే రెండోది లేదు.,Telugu
1521,ఇప్పటికైనా ఫ‌ర్లేదు.,Telugu
118,"വിക്കിപീഡിയ എന്താണെന്ന വ്യക്തമായ അവബോധത്തോടെ സേവനങ്ങൾ ചെയ്യുകയും വിജ്ഞാനതൃഷ്ണയും, അറിവു പങ്ക് വെക്കാനുള്ള മനസ്സും, പരസ്പരബഹുമാനവും ഉള്ള സ്വതന്ത്ര സമൂഹമാണ്
വിക്കിപീഡിയരുടേത്.",Malayalam
1774,అది చాలా ఖరీదైనది.,Telugu
1618,ఇంతకుముందు వేసినట్లుగానే 7.3 శాతంగా ప్రకటించింది.,Telugu
72,"അതായത്‌ വിക്കി വളരെ സ്വാഭാവികമായി തന്നെ നിഷ്പക്ഷത
ഉറപ്പാക്കുന്നു.",Malayalam
675,"உதாரணமாக, இவற்றின் மூலம் பொதுவான எழுத்துப்பிழைகளைத் திருத்தல், ஒழுங்கமைவுப் பிரச்சினைகள் அல்லது புவியியல் சார் கட்டுரைகளைத் துவக்கல் போன்றவற்றைக் குறிப்பிடலாம்.",Tamil
1131,"ಇಂಗ್ಲಿಷ್ ಮಾತನಾಡುವ ದೇಶಕ್ಕೆ, ನೀವು ಇದನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಬಳಸಬಹುದು.",Kannada
34,ലക്ഷക്കണക്കിന് ഉപയോക്താക്കൾ തന്നെയാണ് ലാഭേച്ഛയില്ലാതെ വിക്കിപീഡിയയിലെ ലേഖനങ്ങൾ എഴുതുന്നത്.,Malayalam
721,"சில நேரங்களில் சிறைச்சாலைகளில் கொடூரமான முறையில் சில பொதுவான தவறான செயல்களைப் பற்றி பேச அன்றாட வாழ்க்கையிலும் பயன்படுத்தப்படுகிறது, அதை நீங்கள் பெரிதுபடுத்த விரும்புகிறீர்கள்.",Tamil
790,முன்கூட்டியே உங்களுக்கு நன்றி சொல்லுங்கள்.,Tamil
370,"സംഭവിക്കാത്ത ഒരു കാര്യത്തെക്കുറിച്ച് ആരെങ്കിലും കരയുകയും പരാതിപ്പെടുകയും ചെയ്യുന്നതായി തോന്നണമെങ്കിൽ നിങ്ങൾക്ക് വരാം, എനിക്ക് അത് ചെയ്യാൻ കഴിയും?",Malayalam
1579,ఈ వివరాలు మీకోసం,Telugu
12,എങ്കിലും ചില പതിപ്പുകളിൽ സ്വതന്ത്രമല്ലാത്ത ഉള്ളടക്കവും നിലവിലുണ്ട്.,Malayalam
645,"[46] பரந்த பயன்பாட்டுக்கு உட்பட்டுவரும் விக்கிப்பீடியா, பல சகோதரத் திட்டங்களையும் நடைமுறைப்படுத்தி மேலும் வளர்ந்து வருகின்றது.",Tamil
356,"നിങ്ങൾ ആരുടെയെങ്കിലും കാര്യത്തിനിടയിലാണെങ്കിൽ ' നിങ്ങൾക്ക് എന്തെങ്കിലും പറയാൻ കഴിയും, ഓ.",Malayalam
1173,ಓ ದೇವರೇ.,Kannada
151,വാൻഡലിസം തടയുവാനായി അജ്ഞാത ഉപയോക്താക്കൾക്ക് വിക്കിപീഡിയയിൽ ചിത്രങ്ങൾ ചേർക്കാനോ പുതിയ ലേഖനങ്ങൾ തുടങ്ങുവാനോ ഉള്ള അനുമതി ഇല്ല[അവലംബം ആവശ്യമാണ്].,Malayalam
930,நான் சொல்ல சுதந்திரம் இல்லை.,Tamil
1454,మనం ఎన్నో సార్లు అలాంటి సంఘటనలు చూశాం.,Telugu
196,വിവരത്തെ പല വിഭാഗങ്ങളായ് വേർതിരിക്കുന്നത് ഈ തത്ത്വം പ്രയോഗിച്ചുകൊണ്ടാണ്.,Malayalam
868,எனக்கு தெரியும்.,Tamil
1598,ఆయన మరణం కేవలం భారత్‌కే కాకుండా యావత్ ప్రపంచానికే తీరని లోటన్నారు.,Telugu
1209,ಬನ್ನಿ.,Kannada
736,"சந்திப்பு அல்லது தேதி என்று சொல்வது மிகவும் பிரஞ்சு வழி, எடுத்துக்காட்டாக, சனிக்கிழமையன்று மதிய உணவுக்கு மேல் எனது நண்பர்களுடன் சந்திப்பேன் அல்லது எனது நண்பர்களுடன் மாலில் சந்திக்க திட்டமிட்டுள்ளேன் திரைப்படங்கள் ரெண்டெஸ்வஸ் ஒரு பெயர்ச்சொல்லாக அல்லது வினைச்சொல்லாக பயன்படுத்தப்படலாம் உதாரணத்திற்கு.",Tamil
